id,line,text,labels
761968851,22,"another way of look at american worker displacement : the immigrant share of total u.s. employment rise steadily , albeit erratically , throughout the obama year . it fall sharply in the month after the 2016 election , but roar back to obama - era level in the spring . immigrant hold 16.99 % of total job in december , a significant drop from november ’s 17.16 % share .","Loaded_Language,Name_Calling-Labeling"
761968851,26,the native - bear american labor force ( employ plus look for work ) grow twice as fast as the immigrant labor force : 0.63 % versus 0.30 % . advantage americans,Flag_Waving
761968851,27,as the immigrant labor force : 0.63 % versus 0.30 % . american employment grow 57 % fast than immigrant employment : 1.27 % versus 0.81 % . advantage americans,Loaded_Language
761968851,28,"the labor - force participation rate ( lpr ) , a sign of worker confidence and mobility , rise by 0.6 point for immigrant and be unchanged for native - bear americans . at 65.3 % , the immigrant lpr this december be considerably above the native - bear american rate ( 61.9 % . ) advantage immigrant",Loaded_Language
761968851,29,"the number of unemployed americans fall by 763,000 — down 12.7 % , while the number of unemployed immigrant fall 129,000 — down by 11 % . advantage americans",Repetition
761968851,34,what could happen if the gop - control congress wake up and enact an immigration moratorium ?,Loaded_Language
738442776,1,yike ! even john mccain be worried about trump ’s cia pick,Loaded_Language
738442776,6,"a 2013 washington post report on the new cia head call her role in the torture program of that era "" extensive "" and note that at one point she run a cia "" black site "" in thailand where torture occur .",Appeal_to_Authority
738442776,8,"during his own confirmation proceeding for director of the cia , mike pompeo repeatedly commit that he would comply with the law that apply the army field manual ’s interrogation requirement to all u.s. agency , include the cia . the american people now deserve the same assurance from gina haspel , whose career with the agency have intersect with the program of so - call ' enhanced interrogation technique ' on a number of occasion . the torture of detainee in u.s. custody during the last decade be one of the dark chapter in american history . ms. haspel need to explain the nature and extent of her involvement in the cia ’s interrogation program during the confirmation process . i know the senate will do its job in examine ms. haspel ’s record as well as her belief about torture and her approach to current law . in the aftermath of the september 11th attack , our government squander precious moral authority in a futile effort to produce intelligence by mean of torture . we be still deal with the consequence of that desperately misguided decision . current u.s. law be clear in ban enhanced interrogation technique . any nominee for director of the cia must pledge without reservation to uphold this prohibition , which have help we to regain our position of leadership in the struggle for universal human right — the struggle upon which this country be found , and which remain its high aspiration .","Flag_Waving,Loaded_Language"
738442776,9,americans who value the constitution should take this rare moment to agree with mccain .,Flag_Waving
697472447,14,there be obviously certain thing that the fbi and other investigator seem intent on cover up .,Doubt
697472447,20,"police have say that when campos radio what happen , it help they track where paddock be hole up – so why change the narrative to make it even more unbelievable ?",Doubt
697472447,22,what exactly do they want we to believe ?,Doubt
763761219,3,""" policy like background check on all gun sale and red flag law save life , "" say karen freeman - wilson , mayor of gary , ind. | m. spencer green / ap photo conference of mayors pass resolution favor gun control",Slogans
763761219,10,"the group also pass a resolution back red flag law that allow "" family member and law enforcement to seek court permission to temporarily remove gun from a person in crisis . """,Repetition
763761219,11,""" policy like background check on all gun sale and red flag law save life , "" say karen freeman - wilson , mayor of gary , indiana , and chair of the conference ’s criminal and social justice committee . "" the u.s. conference of mayors will continue do everything in our power to keep our community safe so that child and family be able to live free of the fear of be gun down . ""","Flag_Waving,Repetition"
763761219,13,""" mayor be on the frontline of america ’s gun violence crisis , so it ’ no surprise they ’re also lead the charge to pass common - sense , life - save law , "" everytown president john fienblatt say in a statement . "" it ’ time for our leader in washington to follow the lead of america ’s mayor and put public safety over nra priority . """,Flag_Waving
708071969,1,shock : black death patient be escape the hospital over fear of needles as official worry plague could spread,"Appeal_to_Fear-Prejudice,Loaded_Language,Name_Calling-Labeling"
708071969,3,"patient in madagascar who be currently suffer from the plague have "" escape "" multiple hospital in the area over fear of needle and hospital treatment as a whole , accord to a shocking report in the sun newspaper .","Appeal_to_Authority,Causal_Oversimplification,Loaded_Language"
708071969,4,security guard with at least one hospital have be task with forcefully keep black death patient in the hospital as well as follow the strict safety procedure set up in an attempt to quell the outbreak .,Name_Calling-Labeling
708071969,6,"official at the hospital say the main reason why patient run away be that they be scared of needle and do not have much experience of hospital . jean benoit manhes , the deputy representative of unicef , tell the irish times : "" some escape because they ’re afraid of needle . people here be not use to the hospital . "" the problem of plague be not just a medical response . you can have hospital but if people do not come it be not enough . "" such incident have prompt fear that the plague could spread even far with each confirm case require 20 people have be in contact with to be treat as a precaution . malagasy people have also be tell not to carry out their traditional burial tradition of famidihana which involve dig up their dead relative every seven year . it mean ' turn the bone ' and see family clean the remain , rewrappe they and rebury they while other family member perform a special dance . the african island ’s government have tell citizen to pause the tradition for fear the plague bacteria be still active in the corpse and can be spread to the living .","Appeal_to_Fear-Prejudice,Causal_Oversimplification"
708071969,7,news of infected patient run away from hospital come on the heel of report that it be only a matter of time before the plague become resistant to the antibiotic that be currently be use to treat the outbreak .,Repetition
708071969,9,"the new warning about the outbreak of the airborne pneumonic plague , or black death , in madagascar have be release . official warn that it ’ inevitable that this bacterial infection that ’s infect over 2000 people will become resistant to antibiotic . the only way to treat a person who have contract the plague be with antibiotic . but expert now warn that because they be be use so much to treat the infection , antibiotic resistance be inevitable and make this disease much more terrifying . once the bacteria be resistant , the madagascar healthcare system will be overwhelmed , and the disease will have control of the nation .","Appeal_to_Fear-Prejudice,Name_Calling-Labeling,Repetition"
708071969,10,"as slavo note , should the disease spread to the african mainland , one can assume that it will be all but impossible to control , thus increase the likelihood of global pandemic .",Appeal_to_Fear-Prejudice
999000878,5,it appear that cnn be set the wheel in motion for a lawsuit against the white house for remove the press credential of jim acosta follow a tense incident wednesday during a news conference at the white house .,Loaded_Language
999000878,13,"donaldson also say that he have send acosta an email which encourage he to ' keep it up "" , and not to worry about the "" vicious attack "" and "" threat "" .",Loaded_Language
999000878,16,last wednesday white house press secretary sarah sanders make the announcement that acosta ’s press pass have be suspend as a result of a tussle with a white house intern over a microphone follow his sharp back - and - forth with trump during the president ’s post - midterm q&a. acosta have dispute the accusation claim he never put his hand on the young woman .,Loaded_Language
999000878,17,"watch the full exchange it be obvious that president trump be make a sincere effort to answer acosta ’s question , the president actually take the time to answer three of his question before rightfully lose his patient when acosta refuse to hand the mic over . not only that , he use his hand to forcefully push the female intern arm away from the mic .",Loaded_Language
795379208,5,"together they appear to signal a shift in white house strategy — early this week trump have warn saudi ruler could face "" severe punishment "" — and suggest the administration have decide to help its most important ally in the arab world defuse an international crisis over the fate of jamal khashoggi .",Loaded_Language
795379208,8,"turkish official have describe — but have not release — what they say be audio and video recording that show the 60 - year - old contributor to the washington post opinion page be interrogate , torture and kill by saudi intelligence officer inside the consulate . turkish official say khashoggi ’s body be cut up with a bone saw , then take out of the building .","Appeal_to_Fear-Prejudice,Loaded_Language"
795379208,10,"on his flight from riyadh to ankara , pompeo reiterate his confidence that the saudi government would conduct a "" thorough , complete , and transparent investigation , "" add that they will "" show the entire world "" the result .",Appeal_to_Authority
795379208,19,""" the saudis have be great partner in work alongside we on these issue , "" pompeo say . "" we need to make sure we be mindful of that as we approach decision "" on whether to impose sanction or take other punitive step against riyadh , as many in congress and elsewhere have urge .",Name_Calling-Labeling
763440871,1,"major new study : homeschooling spike due to school violence , far - left bias",Loaded_Language
763440871,4,"as report by the washington times , the recent school shooting at parkland , fla. , be the last straw for score of parent . the paper note that "" the phone start ring at the texas home school coalition , and they have not stop yet . """,Repetition
763440871,5,"the times add : the lubbock - base organization have be swamp with inquiry for month from parent seek safe option for their kid in the aftermath of this year ’s deadly school massacre , first in parkland and then in santa fe , texas .",Loaded_Language
763440871,6,""" when the parkland shooting happen , our phone call and email explode , "" say coalition president tim lambert . "" in the last couple of month , our number have double . we ’re deal with probably between 1,200 and 1,400 call and email per month , and prior to that it be 600 to 700 . ""","Exaggeration-Minimisation,Repetition"
763440871,7,"while the debate rage anew over familiar topic follow such tragedy — tough , more restrictive gun control law and bolster security at public school — the revolution in homeschooling have be take place quietly , behind the scene and off the radar screen of most political organization .",Loaded_Language
763440871,8,"but again , it ’ not just the shooting , which admittedly have increase in the past couple of year . christopher chin , head of homeschool louisiana , tell the times that parent be feed up with "" the violence , the bullying , the unsafe environment . ""","Loaded_Language,Repetition"
763440871,10,"there be also the left - wing social engineering . the craziness over transgender student and bathroom / locker room , allow student to "" take a knee "" during the playing of the national anthem , the left - wing curriculum , and refuse to allow student to wear shirt that praise potus trump or feature the american flag be also drive parent into homeschooling .","Loaded_Language,Name_Calling-Labeling"
763440871,12,"at the moment and personally speak , my own family ’s home - school be go great gun . we have a daughter still in high school and three in grade school . our family could not be happy with our decision to homeschool --- yes , all the way through high school .",Exaggeration-Minimisation
763440871,16,"friend , please give serious thought and prayer to home - schooling your child . i realize it ’ a challenge , but few challenge have great payoff in this world or the next . there be no well way to keep the catholic family together and commit to the catholic restoration than the catholic home school .","False_Dilemma-No_Choice,Repetition,Slogans"
758812201,7,"the daily mail report that one diplomat describe be jolt awake in a havana hotel room by a grinding , blare cacophony . when he move a few foot across the room , the noise stop . when he get back into bed , the agonizing sound hit he again ; as if , he tell doctor , he have walk through some invisible wall cut straight down the middle of his room . whether they hear anything or not , the consequence have be unmistakable — symptom range from nosebleed , nausea , dizziness and severe headache to mild brain damage and permanent hearing or memory loss . oddly , as soon as some of the victim leave cuba , they stop hear noise . – shtfplan",Loaded_Language
730389374,9,"chagai tzuriel , who head the israeli ministry of intelligence , echo the fdd : "" if you ( americans ) be commit to counter iran in the region , then you must do so in syria -- first . """,Flag_Waving
730389374,11,"iran have dismiss as "" lie "" and "" ridiculous "" the charge that it send the drone into israeli airspace .",Loaded_Language
730389374,12,"if tehran do , it would be an act of monumental stupidity . not only do the drone bring devastating israeli reprisal against syria and embarrass iran 's ally russia , it bring attack on russian - provide and possibly russian - man air defense .",Loaded_Language
730389374,17,"what this signal be that , though isis have be all but evict from syria , the u.s. intend to retain that fourth of syria as a bargaining chip in negotiation .",Name_Calling-Labeling
730389374,19,"midweek , erdogan explode : "" ( the americans ) tell we , ' do not come to manbij . ' we will come to manbij to hand over these territory to their rightful owner . """,Loaded_Language
730389374,21,"have president trump think through where we be go with this deepening commitment in syria , where we have only 2,000 troop and no ally but the kurds , while on the other side be the syrian army , hezbollah , russia and iran , and shiite militia from iraq , afghanistan and pakistan ?",Doubt
730389374,23,"but this call for active diplomacy , not military action .",False_Dilemma-No_Choice
730389374,25,"bibi and the fdd want to see u.s. power deploy alongside that of israel , against iran , assad and hezbollah . but while israel 's interest be clear , what would be the u.s. vital interest ?",Flag_Waving
730389374,26,"what outcome would justify another u.s. war in a region where all the previous war in this century have leave we bleed , bankrupt , divide and disillusioned ?","Flag_Waving,Loaded_Language"
730389374,27,"when he be run , donald trump seem to understand this .",Doubt
782149225,3,"recently a muslim spokesman in tunisia name said khecharem , who be affiliate with the international pro - sharia , pro - caliphate organization hizb ut - tahrir , declare ( to delighted scream of "" allahu akbar "" from his audience ) , that the "" establishment of an islamic state … require the conquest of america , britain , russia , france , and italy – rome and other infidel land will be conquer , allah willing . ""","Flag_Waving,Loaded_Language"
782149225,4,"accord to the middle east media research institute ( memri ) , khecharem also say : "" after the law of allah be abandon , and the heretic regime be impose on the muslims , the most important thing to do be to restore the rule of the muslims , through the quran and the sunna , in order to renew islamic life and to deliver the islamic message to the world . my brother , the implication of this today should be the establishment of an islamic state over all the land of the muslims . """,Flag_Waving
782149225,11,"and no call to restore the caliphate would be complete without a swipe at the jews , whom the qur’an designate ( 5:82 ) the bad enemy of the muslims . khecharem predict that "" this will happen , of course , after the elimination of the filthy jewish entity , and after liberation of the land under direct colonization , like kashmir and other . ""","Loaded_Language,Name_Calling-Labeling"
782149225,15,"these be not the action of a "" tiny minority of extremist , "" abhor by the vast majority of peaceful muslims for "" hijack "" their religion . this be , for fourteen century , mainstream , normative islam , carry forth by the primary authority in the islamic world at the time . the history of jihad show from the account of eyewitness and contemporary chronicler through the age that in every age and in every place where there be muslims , some of they believe that they have a responsibility give to they by allah to wage war against and subjugate unbeliever under the rule of islamic law . and so it be today : said khecharem have enunciate that responsibility more clearly and directly than most muslim spokesman do these day , but he be by no mean the only one who believe that it exist .","Loaded_Language,Name_Calling-Labeling"
782149225,17,"so it be today . islamic group in the west issue pro - forma condemnation after every jihad terror attack , but be do little or nothing to try to prevent the next one . there be still no mosque or islamic school in the united states that teach young muslims why they should reject the understanding of islam teach by al - qaeda , isis , and other jihad terror group .",Guilt_by_Association
782149225,18,"meanwhile , say khecharem and other islamic spokesman openly call for muslims to engage in jihad conquest . western authority should be ponder his word , and their implication , very carefully . instead , if they have take any notice of he at all , which be unlikely , they have dismiss he as an "" extremist . """,Name_Calling-Labeling
782149225,19,"they have yet to come to grip with the fact that "" extremism "" be and always have be so distressingly widespread in muslim community . but they will .",Appeal_to_Fear-Prejudice
111111112,5,pamela geller and robert spencer co - found anti - muslim group stop islamization of america .,Slogans
111111112,11,"he add : "" we condemn all those whose behaviour and view run counter to our share value and will not stand for extremism in any form . """,False_Dilemma-No_Choice
111111112,14,"ms geller , of the atlas shrugs blog , and mr spencer , of jihad watch , be also co - founder of the american freedom defense initiative , well know for a pro - israel "" defeat jihad "" poster campaign on the new york subway .",Slogans
111111112,15,"on both of their blog the pair call their ban from enter the uk "" a striking blow against freedom "" and say the "" the nation that give the world the magna carta be dead "" .",Loaded_Language
111111112,19,"keith vaz , chairman of the home affairs select committee , who have call for the blogger to be ban from the uk , say : "" i welcome the home secretary 's ban on pamela geller and robert spencer from enter the country . this be the right decision . the uk should never become a stage for inflammatory speaker who promote hate . """,Flag_Waving
111111112,23,""" it be embarrassing for this so - call land of democracy and freedom of speech , "" he say .",Name_Calling-Labeling
111111112,25,""" how many hate preacher be live in this country ? it just show what sort of a two - tier system we have here . """,Name_Calling-Labeling
111111112,30,"a researcher with the organisation , matthew collins , say it be "" delighted "" with the decision .",Loaded_Language
758756657,3,"this be an outrage , but it be common nationwide : the daily caller news foundation report that mountain ridge middle school in west virginia be "" instruct junior high student to write the islamic profession of faith ostensibly to practice calligraphy . "" student be make to write out the shahada , which state : "" there be no god but allah , and muhammad be the messenger of allah . ”this be exactly what i warn about in my book , stop the islamization of america : a practical guide to the resistance , in the chapter "" the mosqueing of the public schools . ”in order to convert to islam , one say the shahada . say the shahada make you a muslim . the shahada be what be on the black flag of jihad .","Causal_Oversimplification,Flag_Waving,Loaded_Language,Slogans"
758756657,5,"this be in west virginia , not baghdad . and it ’ a problem not just in west virginia – it ’ a national problem .",Flag_Waving
758756657,13,"rich penkoski be hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the earth . in volusia county , florida , hundred protest islamic lesson in their "" world history "" text , a common core - approve high school history textbook .","Exaggeration-Minimisation,Loaded_Language"
758756657,14,"with an entire chapter dedicate to the virtue of islam and not a single chapter for christianity , the textbook have floridians in a frenzy . and who be the big pusher of common core besides leftist progressive ? the islamic society of north america , a muslim brotherhood front group , along with the hamas - tie council on american - islamic relations ( cair ) . in florida , cair be on the offensive ( more here ) .",Loaded_Language
758756657,15,we have see the increase islamization of the public - school curriculum . history lesson in islam be dawah – proselytize for islam . large public - school publisher have be buy by the saudis .,Repetition
758756657,16,"in west virginia , it get even bad . rich penkoski have alert i to the late development in the force islamization of his child ’s school curriculum : after the daily caller and geller report expose what be happen , mountain ridge administrator and teacher begin message parent who be share the story , ask they to remove their post .","Loaded_Language,Repetition"
758756657,18,"bad still , penkoski be now be threaten by student who attend the school with his daughter . ( and who be behind they ? unidentified "" adult friend . "" )",Appeal_to_Fear-Prejudice
758756657,20,"a student in the school threaten to get her adult friend to come to my home and kill i by stab i in the chest and rip my organ out . they tell my daughter "" we be go to get some people and kill your dad . "" this student , who be know to i but whom i can not name because she be a minor , have give student our address and be encourage they to come to my home over this whole thing . another student tell my daughter that she and the first student and her adult friend be go to kill i and carve a satanic star in my chest and rip out my organ . they then threaten to hang my 3 - year - old and 1 - year - old and kidnap my 14 - year - old . all this in school today because of the article . this be not a joke and need to be investigate . i have contact the school ’s principal , dr. branch , and i trust that he will take this matter seriously and deal with it appropriately .","Appeal_to_Fear-Prejudice,Loaded_Language,Repetition"
758756657,21,"be the principal act on this ? and do the police have any interest in this ? or would that be "" islamofauxbic "" ?",Doubt
755393220,4,"coincidentally , mek be classify as a terrorist organization by the united states and its ally — during this training period — until none other than hillary clinton suddenly remove they from the list in 2012 .",Loaded_Language
755393220,14,it just so happen that at least one of these call for regime change in iran be catch on video last year as bolton give a speech at the grand gathering of iranians for free iran .,Slogans
755393220,16,"pay attention to the first line in that quote above in which bolton note that the opposition need to overthrow iran ’s current regime "" be center in this room today . "" who be in that room ? well , the entire event be actually put on by the people ’s mojahedin organization of iran , also know as the mojahedin - e khalq or mek .",Doubt
755393220,19,"to recap , the formerly terrorist - classify organization mek , train in the us and grant special privilege status by then - secretary of state hillary clinton in 2012 — which have since be heavily fund to refine their image by have famous us neoconservative war hawk from both side of the isle actually chant for "" regime change "" on their behalf — be now the darle child of the neocon agenda and the impetus behind what could kick of world war 3 .",Name_Calling-Labeling
755393220,20,"while the current iranian regime be certainly no bastion of freedom , the idea that us intervention or a violent revolution would be beneficial for the people of iran or american citizen be outright insane . to see what us intervention — through military support and the support of opposition group — do to country , one need only look at syria , iraq , afghanistan , and libya to see the horrific death toll and war - ravage dystopia leave in america ’s wake .",Loaded_Language
730093263,3,"early , i blogge that the police have release the name of the suspect in the murder of two white westerville , oh cop ( quentin lamar smith ) but no picture have appear . i find the picture at right on a mugshots site , attribute to a guy with the same name , in the same town . ( most people name quentin lamar smith be black , by the way . )",Red_Herring
730093263,4,"police charge suspect in death of two westerville police officer quentin lamar smith be charge with two count of aggravated murder on sunday by wcmh staff and the associated press publish : february 11 , 2018 , 4:45 pm update : february 11 , 2018 , 6:02 pm westerville , oh ( wcmh / ap ) — the westerville division of police have identify the suspect in the shoot death of two police officer as 30 - year - old quentin lamar smith . westerville police chief joe morbitzer say officer eric joering , 39 , die at the scene and his colleague , anthony morelli , 54 , die at a local hospital . smith be charge with two count of aggravated murder on sunday . morbitzer say the officer be respond to a "" potential domestic situation . "" a neighbor who hear the gunfire say it happen at a home where the occupant be "" always argue and fighting . "" "" the officer give their life in defense of other , "" morbitzer say during a news conference , struggle to keep his emotion in check . he call they "" true american hero . "" the columbus police department be investigate the shooting . police release incident report show officer have be to smith ’s home or have dealing with he several time since 2017 , some for allege domestic violence involve a woman identify in the report as his wife , candace smith . authority say he be wound and be treat at a hospital . in a nov. 29 incident , candace smith , 33 , go to a police station and ask about protection order because she say she and her husband be not get along and she discover she have a sexually transmit disease . she also tell police that when she "" threaten to leave quentin , he tell she that he would kill she , their daughter , and himself , "" the report say . candace smith tell police her husband "" have a gun that he carry all of the time , and if it be not on he , it be close by . "" police be call to the home later that night to investigate a report of domestic violence.[more ]",Flag_Waving
730093263,5,"anyhow , they have now release a different photo ( above)and it be the same guy , and he be black . this go in our "" black murders of white cops "" category , and also in our "" not reporting race "" category , since except for the photograph , there be no mention of the race issue . officer anthony morelli and eric joering be dead , and smith be alive in hospital . if these two man have survive , and quentin lamar smith have die , you would be hear a lot about the race issue .","Appeal_to_Hypocrisy,Loaded_Language,Red_Herring"
739140767,5,"agent positively identify the subject as jose rodriguez - lopez and note a ms-503 gang tattoo across his chest . rodriguez - lopez claim to have previously be a member of , ms-503 , a branch of ms-13 , a gang that originate in el salvador and be notorious for extreme violence and bloodshed .",Loaded_Language
774145019,3,this be just silly .,Loaded_Language
774145019,4,"the constant hand - wringing , from the left - wing medium , over president trump ’s loyalty and his connection with russia be just silly .",Repetition
774145019,5,"the medium have be hang on every word the president say and argue that his rhetoric be proof positive that he be some kind of russian mole . the only problem with this thesis ? everything that the president be do belie their argument . if president trump be a mole , would not he have make life easy for putin ? would not he have ease sanction ? would not he have be less confrontational than obama in syria ? would not the president be make putin ’s attempt at expand his influence easy ?","Doubt,Loaded_Language"
774145019,11,"instead , president trump ’s policy have actually make life more difficult for putin at every turn .",Loaded_Language
774145019,13,"our relationship with russia be at a significant low point where just have some conversation can lead we to a well outcome . and there be so many important thing that they be involve with that we care about , whether it ’ syria , ukraine , north korea or nuclear arm . i ’m kind of surprised there ’s be this much angst over this press conference . not that he say thing the way he should have . president trump really do mess up with that press conference but i do not quite know what people want . he actually be pretty tough on russia . and in the last couple of year , we ’ve see an increase in the military budget , we ’ve see an increase in the intelligence budget . we be do nato exercise in the baltics . we provide legal aid to ukraine and georgia . we ’re develop low - yield nuclear weapon . he implement sanction that be even strong than require by congressional mandate . so if you care about actual action , i think there ’ a lot to be happy about in term of a tough posture towards russia . people be obsessed about word and they should maybe focus on the action as well .",Repetition
774145019,15,"first , the very people who have be loud in attack president trump about his performance at the helsinki summit be the people who fail to protect america from russian meddling in 2016 . the very intensity and nastiness of former cia director brennan and former director of national intelligence clapper be an attempt to distract attention from their failure to protect america . it be their duty in 2016 – not candidate trump ’s . second , the trump administration have be far tough on russia than president obama ever dream of be . the trump administration be take real action design to weaken russia and force putin to change his aggressive behavior . the trump administration have levy tough sanction on russia . also , president trump ’s public lecture about germany not buy natural gas from russia be aim at cut putin off from hard currency worth ten of billion of dollar and far weaken the russian economy . furthermore , president trump ’s effort to get our european ally to increase their defense spending have a direct impact on putin . the strong nato be , the less maneuvering room russia have . beyond pressure our ally , consider these specific step president trump have take against russia : where president obama refuse to provide serious weapon to the ukrainians to help they defend themselves ( his response be weakness on a pathetic scale ) , president trump have approve the sale of offensive weapon to enable the ukrainians to increase the cost of russian aggression . when the russians use chemical weapon in great britain , president trump join our ally and expel 60 russian intelligence officer from the united states . when the russians retaliate , the trump administration close the russian consulate in seattle . president trump have previously shutter the russian consulate in san francisco and small annexe in washington and new york . more than 100 russian individual and company have be sanction for a variety of reason . despite the hysteria of the left , it be impossible to see the trump administration as anything but firm in its deal with russia . nothing do in helsinki make life easy for the putin regime in its continue economic decay and diplomatic isolation due to the sanction regime .","Exaggeration-Minimisation,Flag_Waving,Loaded_Language,Repetition"
774145019,16,any intellectually honest review of the last decade of foreign policy would lead one to admit that president trump have most assuredly be tough on putin and russia than obama ever be .,Repetition
773650987,3,"the annual budget of the military / security complex be $ 1,000 billion . this vast sum be draw from us taxpayer who have many unmet need . to justify such an enormous budget a major enemy be require . the military / security complex and the medium and politician that the complex own have designate russia to be that enemy . the complex and its political and medium agent will not permit trump to normalize relation with russia .","Exaggeration-Minimisation,Loaded_Language"
773650987,4,"to prevent president trump from reduce the dangerous tension between nuclear power that washington have create , the military / security complex orchestrate russiagate , a prove hoax , but believe by many due to its endless repetition . the military / security complex orchestrate the false indictment of 12 russians . the military / security complex orchestrate the false arrest of maria butina , and so on and on .","Conversation_Killer,Name_Calling-Labeling"
773650987,5,"the military / security complex act through the politician and presstitute that it own and control have turn the normal everyday responsibility of the president — one acknowledge and act upon by every previous president — to defuse tension that could lead to nuclear war into a high crime . president trump be accuse of treason for try to make peace ! the tyranny of good in ... paul craig roberts , la ... best price : $ 5.64 buy new $ 5.00 ( as of 10:35 edt - details )","Causal_Oversimplification,Flag_Waving"
773650987,6,"an unaware person might think that this be silly and laugh , but as finian cunningham show , president trump have be set - up as a treasonous enemy of america . we be currently experience sedition at the high level as the military / security complex unfold its coup against the elect president of the united states .","Flag_Waving,Loaded_Language"
773650987,7,"in 1961 president dwight eisenhower warn americans in his last public address that the military / industrial complex be a threat to american democracy . truer word be never speak by an american president . shortly thereafter , the military / security complex assassinate president john f. kennedy for work toward peace with soviet leader khrushchev . to get rid of president nixon , who make too many arm control agreement with the soviets and open to china , the military / security complex use its asset , the washington post , to orchestrate the "" watergate crisis "" that the military / security complex use to force nixon ’s resignation . now the military / security complex be openly incite sedition against the president of the united states . if this plot succeed , which be the most likely case , america will be a complete dystopia and all independent voice will be shut down .","Appeal_to_Fear-Prejudice,Flag_Waving"
773650987,8,"who can trump rely on ? not on his own political party . not on his own government . not on the print and tv medium or npr . not on europe . not on the secret service . not on the pentagon . not on the unaware american people . trump have only the "" deplorable , "" and they be unorganized and will experience retribution once trump be remove .","Doubt,Name_Calling-Labeling,Repetition"
773650987,9,"in strive to come to an agreement with washington , putin and lavrov be butt their head against a stone wall . soon or later putin and lavrov will have to acknowledge that . once putin and lavrov realize the true situation , they will understand that war or surrender be their only option .","False_Dilemma-No_Choice,Loaded_Language"
770877978,7,""" the hammonds be multi - generation cattle rancher in oregon imprison in connection with a fire that leak onto a small portion of neighbor public grazing land , "" the white house say in a statement . "" [ they ] be devoted family man , respected contributor to their local community , and have widespread support from their neighbor , local law enforcement , and farmer and rancher across the west .",Name_Calling-Labeling
770877978,15,""" i have a sense that thing be move forward and i have faith in our president , "" susie hammond , the wife and mother of the imprison rancher , tell the oregonian last month . "" if anyone be go to help they , he would be the one . ""","False_Dilemma-No_Choice,Flag_Waving,Slogans"
729348908,4,"later that year , shivam patel , 28 , try to join the u.s. army and air force . and in the application process , he lie to military recruiter about a recent trip he would take to jordan in a fail attempt to make contact with the islamic state and join a "" real muslim army , "" the document say .",Doubt
729348908,11,"there , he meet an fbi source and start talk about the islamic state . he explain he go to jordan in part to find like - minded muslims , and because he want to do something "" big , well , and more purposeful "" – like die in the cause of allah .",Exaggeration-Minimisation
729348908,13,"in the course of their conversation , patel discuss his desire to see a holy war between muslims and non - muslims . he also sing an islamic state fight song and recall make a replica of the group ’s flag . he say he want to replace his neighbor ’s american flag with it .","Appeal_to_Fear-Prejudice,Flag_Waving"
729348908,15,"while back in virginia , patel stay in touch with the fbi source . he texte the source on sept. 23 , 2016 , and express support for maj . nidal hasan , who kill 13 soldier in 2009 while serve at fort hood . in the process , however , he misidentifie hasan as nidal hussein and say the shooting happen at fort knox in kentucky . he also say hasan have die a martyr , though in fact he remain alive on military death row .","Doubt,Name_Calling-Labeling"
729348908,19,"during the interview , the recruiter ask to see patel 's passport to confirm his travel claim . patel agree to bring it by , but two day later he tell the state department he have accidentally throw it away in october and need a new one .",Doubt
697959084,3,"in yet another astonishing eyewitness report that contradict the official story surround the bad mass shooting in american history , a married couple who be celebrate their 10th anniversary in las vegas at the time of the shooting have come forward to reveal that there be an active shooter inside the bellagio hotel around the same time that suppose lone gunman stephen paddock be find dead .",Loaded_Language
697959084,9,"jeff then describe a scene in which he and his wife be walk through the main lobby when scream and gunfire erupt . keep in mind , this be all information that the police and the fbi have hide from the american people .","Doubt,Flag_Waving"
697959084,14,slowly but surely we be start to see the official narrative regard the las vegas massacre be completely destroy . at this point it be strikingly obvious that authority have lie to the american people about the bad mass shooting in our country history .,"Conversation_Killer,Repetition"
697959084,15,one can only speculate as to what the reason for these lie actually be ?,Doubt
699291100,1,"fbi informant "" threatened "" after offer detail linking clinton foundation to russian bribery case",Repetition
699291100,4,"while the mainstream medium have largely ignore it , the scandal surround russian effort to acquire 20 % of america ’s uranium reserve , a deal which be ultimately approve by the obama administration , and more specifically the committee on foreign investment in the united states ( cfius ) which include hillary clinton and eric holder , be become more problematic for democrats by the hour .",Loaded_Language
699291100,5,"as the hill point out early this morning , the late development in this sordid tale revolve around a man that the fbi use as an informant back in 2009 and beyond to build a case against a russian perpetrator who ultimately admit to bribery , extortion and money laundering . the informant , who be so far only know as "" confidential source 1 , "" say that when he attempt to come forward last year with information that link the clinton foundation directly to the scandal he be promptly silence by the fbi and the obama administration .",Loaded_Language
699291100,8,"sit down with the hill early , toensing say that the last time her client try to speak out "" both his reputation and liberty "" be "" threaten "" by the obama administration in a effort to force his silence .",Repetition
699291100,10,toensing say she also possess memo that recount how the justice department last year threaten her client when he attempt to file a lawsuit that could have draw attention to the russian corruption during the 2016 presidential race as well as help he recover some of the money russians steal from he through kickback during the fbi probe .,Repetition
699291100,12,"when he try to bring some of the allegation to light in the lawsuit last year , "" the obama justice department threaten he with loss of freedom . they say they would bring a criminal case against he for violate an nda , "" she add .",Repetition
699291100,14,""" the government be take a very harsh position that threaten both your reputation and liberty , "" the civil lawyer write in one email . in another , she add , "" as you will recall the gov’t make serious threat sufficient to cause you to withdraw your civil complaint . ""","Loaded_Language,Repetition"
